frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
23065, 768.8, 0.984455, 1, 0.080914, -0.0236694, -0.99644, -0.328438, -0.0123231, -0.944445, -0.000293823, 0.271091, -0.962554, -0.402446, 0.283915, -0.870304
23066, 768.833, 0.983985, 1, 0.0661938, -0.0144353, -0.997702, -0.314288, -0.00748124, -0.949298, -0.014081, 0.278562, -0.960315, -0.388166, 0.286961, -0.875774
23067, 768.867, 0.983557, 1, 0.0689377, -0.00188512, -0.997619, -0.3196, -0.000511815, -0.947552, -0.00862738, 0.290429, -0.956858, -0.391151, 0.293207, -0.872371
23068, 768.9, 0.984123, 1, 0.0715171, -0.0039304, -0.997432, -0.322988, -0.0116687, -0.946331, -0.00634097, 0.291788, -0.956462, -0.395332, 0.285336, -0.873096
23069, 768.933, 0.984962, 1, 0.0843038, -0.00366444, -0.996433, -0.339971, -0.019699, -0.94023, 0.00544641, 0.2932, -0.956036, -0.413226, 0.278294, -0.867062
23070, 768.967, 0.984066, 1, 0.0762714, -0.0120926, -0.997014, -0.32647, -0.0108279, -0.945146, 0.000225602, 0.283378, -0.959008, -0.396502, 0.285719, -0.872439
23071, 769, 0.982264, 1, 0.0722993, -0.00547989, -0.997368, -0.333383, -0.00615848, -0.942771, -0.00199269, 0.286873, -0.957967, -0.401718, 0.28657, -0.86977
23072, 769.033, 0.983588, 1, 0.0809495, -0.00882594, -0.996679, -0.3378, -0.0104386, -0.94116, 0.00608802, 0.285501, -0.958359, -0.406574, 0.284763, -0.868106
23073, 769.067, 0.983626, 1, 0.0778017, -0.014145, -0.996868, -0.332616, -0.0108437, -0.943, 0.00170898, 0.281339, -0.959607, -0.402401, 0.285035, -0.869959
23074, 769.1, 0.982942, 1, 0.0674247, 0.00279568, -0.99772, -0.334092, 0.00115145, -0.94254, -0.00738307, 0.297849, -0.954584, -0.402878, 0.296156, -0.866014
23075, 769.133, 0.982918, 1, 0.0637277, -0.0107141, -0.99791, -0.33223, -0.0116416, -0.943126, -0.0106894, 0.285478, -0.958326, -0.400742, 0.284495, -0.870901
23076, 769.167, 0.983576, 1, 0.0927138, 0.00141061, -0.995692, -0.322503, 0.000693066, -0.946568, 0.0190069, 0.286732, -0.957822, -0.390566, 0.289721, -0.873797
23077, 769.2, 0.983853, 1, 0.0689076, 0.00245227, -0.99762, -0.30729, 0.00789627, -0.951583, -0.00653489, 0.280321, -0.959884, -0.376907, 0.289604, -0.879813
23078, 769.233, 0.983102, 1, 0.0932067, -0.00258552, -0.995643, -0.320887, 0.0101674, -0.947063, 0.0150924, 0.278366, -0.960357, -0.392029, 0.295573, -0.871177
23079, 769.267, 0.98329, 1, 0.0455058, -0.00993587, -0.998915, -0.314308, 0.00270665, -0.949317, -0.0317742, 0.270294, -0.962253, -0.384967, 0.284949, -0.877841
23080, 769.3, 0.98394, 1, 0.0671554, -0.0108824, -0.997683, -0.328164, 0.0133738, -0.944526, -0.00964132, 0.264212, -0.964416, -0.397027, 0.291657, -0.870233
23081, 769.333, 0.983398, 1, 0.0560585, -0.0111765, -0.998365, -0.327915, 0.0081343, -0.944672, -0.019286, 0.261083, -0.965124, -0.395826, 0.283554, -0.873452
23082, 769.367, 0.981526, 1, 0.0729091, -0.0113149, -0.997274, -0.32394, 0.00975108, -0.946027, -0.000557504, 0.254942, -0.966956, -0.390134, 0.280888, -0.876868
23083, 769.4, 0.983744, 1, 0.0703953, -0.00306653, -0.997514, -0.333052, 0.0161013, -0.942771, -0.00249847, 0.268277, -0.963339, -0.398565, 0.290908, -0.869781
23084, 769.433, 0.983029, 1, 0.0866362, -0.00940173, -0.996196, -0.309533, 0.00816485, -0.950854, 0.0130307, 0.260358, -0.965424, -0.376459, 0.284643, -0.881622
23085, 769.467, 0.984438, 1, 0.101513, -0.00407705, -0.994826, -0.332578, 0.00987678, -0.943024, 0.0269565, 0.263747, -0.964215, -0.399878, 0.285099, -0.871101
23086, 769.5, 0.984269, 1, 0.101386, -0.00394444, -0.994839, -0.334164, 0.0117617, -0.942442, 0.0268736, 0.262394, -0.964586, -0.401316, 0.284823, -0.870529
23087, 769.533, 0.983344, 1, 0.0986538, -0.00426548, -0.995113, -0.324554, 0.00952179, -0.945819, 0.0235216, 0.26911, -0.962822, -0.392694, 0.2894, -0.872948
23088, 769.567, 0.9838, 1, 0.097393, -0.00589738, -0.995229, -0.339122, 0.0121365, -0.940664, 0.0233016, 0.272522, -0.961867, -0.405528, 0.295868, -0.864875
23089, 769.6, 0.982769, 1, 0.0920991, -0.00379414, -0.995743, -0.344563, 0.00804316, -0.938729, 0.0194194, 0.273931, -0.961553, -0.410037, 0.289996, -0.864738
23090, 769.633, 0.985416, 1, 0.0930706, -0.00870771, -0.995621, -0.346036, 0.00585104, -0.938203, 0.0177804, 0.276581, -0.960826, -0.4137, 0.294054, -0.861617
23091, 769.667, 0.985516, 1, 0.096211, -0.0116106, -0.995293, -0.346373, 0.00542157, -0.938081, 0.0212719, 0.277005, -0.960633, -0.413653, 0.295924, -0.861
23092, 769.7, 0.984213, 1, 0.0940311, -0.00993261, -0.99552, -0.345479, 0.00448731, -0.938416, 0.0205893, 0.277792, -0.960421, -0.411748, 0.292819, -0.862972
23093, 769.733, 0.984746, 1, 0.104795, 0.00463375, -0.994483, -0.34146, 0.0099173, -0.939844, 0.0323881, 0.294397, -0.955134, -0.407515, 0.300414, -0.86237
23094, 769.767, 0.984444, 1, 0.100055, 0.00718603, -0.994956, -0.341017, 0.0108457, -0.939995, 0.0274515, 0.299631, -0.95366, -0.407388, 0.302902, -0.86156
23095, 769.8, 0.984887, 1, 0.092342, -0.0178862, -0.995567, -0.331086, 0.00562676, -0.943584, 0.0185827, 0.276132, -0.96094, -0.397733, 0.298614, -0.867547
23096, 769.833, 0.983729, 1, 0.0784086, -0.0204031, -0.996713, -0.326824, -0.0038378, -0.945077, 0.00399554, 0.279544, -0.960125, -0.394592, 0.294561, -0.870363
23097, 769.867, 0.983503, 1, 0.105092, -0.0191506, -0.994278, -0.348433, -0.00560962, -0.937317, 0.0284622, 0.276107, -0.960705, -0.417824, 0.287917, -0.8617
23098, 769.9, 0.98332, 1, 0.092979, -0.0209529, -0.995448, -0.351033, -0.00431568, -0.936353, 0.0158501, 0.274477, -0.961463, -0.420595, 0.288202, -0.860256
23099, 769.933, 0.985523, 1, 0.0844376, -0.0169952, -0.996284, -0.345691, -0.00979329, -0.938297, 0.0107844, 0.282309, -0.959263, -0.412815, 0.286591, -0.864552
23100, 769.967, 0.983588, 1, 0.0977661, -0.0215255, -0.994977, -0.335391, -0.000202809, -0.942079, 0.0219819, 0.277807, -0.960385, -0.403997, 0.296928, -0.865229
23101, 770, 0.982411, 1, 0.0450561, -0.0246555, -0.99868, -0.35864, -0.000401148, -0.933476, -0.0324513, 0.274778, -0.96096, -0.427794, 0.292721, -0.855165
23102, 770.033, 0.984252, 1, 0.0463214, -0.0309, -0.998449, -0.360136, 0.00760254, -0.932869, -0.0302165, 0.266326, -0.963409, -0.427528, 0.298317, -0.853362
23103, 770.067, 0.984023, 1, 0.0734803, -0.0132681, -0.997208, -0.353391, 0.00114818, -0.935475, -0.00210862, 0.282435, -0.959284, -0.421499, 0.293195, -0.858123
23104, 770.1, 0.983954, 1, 0.0715724, -0.0158317, -0.99731, -0.36034, 0.00485287, -0.932808, -0.00357915, 0.281498, -0.959555, -0.427451, 0.297547, -0.853669
23105, 770.133, 0.98382, 1, 0.0842322, -0.0149724, -0.996334, -0.338013, 0.00278899, -0.941137, 0.00733463, 0.282754, -0.959164, -0.407641, 0.297969, -0.863159
23106, 770.167, 0.983285, 1, 0.0755099, -0.0216745, -0.996909, -0.328743, 0.00110503, -0.944419, -0.00248456, 0.280964, -0.959715, -0.399357, 0.300983, -0.865981
23107, 770.2, 0.983275, 1, 0.0731345, -0.0163246, -0.997188, -0.334053, -0.00306934, -0.942549, -0.00473509, 0.289827, -0.957067, -0.404933, 0.299872, -0.863774
23108, 770.233, 0.983507, 1, 0.0626733, -0.0136154, -0.997941, -0.344115, -0.00661138, -0.938904, -0.0136617, 0.286855, -0.957877, -0.413653, 0.290124, -0.862971
23109, 770.267, 0.983868, 1, 0.0781023, -0.0205206, -0.996734, -0.344528, 0.00302253, -0.938771, 0.000842189, 0.280847, -0.959752, -0.413881, 0.301037, -0.859115
23110, 770.3, 0.984006, 1, 0.074007, -0.0222627, -0.997009, -0.346242, 0.00483733, -0.938133, -0.0042737, 0.280136, -0.959951, -0.416212, 0.303477, -0.857128
23111, 770.333, 0.982982, 1, 0.0724267, -0.0205181, -0.997163, -0.342372, 0.000457156, -0.939564, -0.00833306, 0.283461, -0.958948, -0.415089, 0.300778, -0.858623
23112, 770.367, 0.984113, 1, 0.0872982, -0.0158741, -0.996056, -0.359173, -0.00616334, -0.933251, 0.00692049, 0.285321, -0.958407, -0.43166, 0.291589, -0.853607
23113, 770.4, 0.982994, 1, 0.0901342, -0.014992, -0.995817, -0.346619, -0.00818525, -0.93797, 0.00973282, 0.285992, -0.958183, -0.419749, 0.290634, -0.85985
23114, 770.433, 0.982737, 1, 0.0944795, -0.00464748, -0.995516, -0.328277, -0.00267646, -0.944578, 0.01258, 0.295842, -0.955154, -0.40364, 0.297307, -0.865265
23115, 770.467, 0.98129, 1, 0.0950441, -0.00988542, -0.995424, -0.345539, -0.00203006, -0.938402, 0.019897, 0.287141, -0.957682, -0.413901, 0.293433, -0.861733
23116, 770.5, 0.980382, 1, 0.0638953, -0.020846, -0.997739, -0.344041, -0.0128571, -0.938867, -0.00796237, 0.276485, -0.960985, -0.409516, 0.281296, -0.867853
23117, 770.533, 0.978715, 1, 0.0816935, -0.0281209, -0.996261, -0.349518, -0.0109193, -0.936866, 0.00832228, 0.273129, -0.961941, -0.415679, 0.28717, -0.862986
23118, 770.567, 0.974846, 1, 0.0938029, -0.0139308, -0.995493, -0.372987, -0.00293344, -0.927832, 0.0280107, 0.278884, -0.959916, -0.432001, 0.285893, -0.85536
23119, 770.6, 0.974709, 1, 0.091367, -0.013899, -0.99572, -0.363714, -0.00552678, -0.931494, 0.0282587, 0.274637, -0.961133, -0.420806, 0.27929, -0.863087
23120, 770.633, 0.971838, 1, 0.073822, -0.01943, -0.997082, -0.363905, -0.00241279, -0.931433, 0.0132383, 0.270169, -0.962722, -0.418375, 0.280931, -0.863736
23121, 770.667, 0.972915, 1, 0.0862446, -0.0200378, -0.996072, -0.343808, -0.0149842, -0.93892, 0.0233696, 0.276927, -0.960607, -0.401543, 0.277039, -0.872933
23122, 770.7, 0.972843, 1, 0.0825944, -0.016685, -0.996444, -0.342438, -0.0155819, -0.939411, 0.0208639, 0.279114, -0.960031, -0.39935, 0.275197, -0.874521
23123, 770.733, 0.971446, 1, 0.0354443, -0.0379129, -0.998652, -0.346091, -0.00620135, -0.93818, -0.0222568, 0.265474, -0.963861, -0.398028, 0.287012, -0.871319
23124, 770.767, 0.973836, 1, 0.0368525, -0.02753, -0.998941, -0.360887, -0.0055388, -0.932593, -0.0184278, 0.285298, -0.958262, -0.410792, 0.293846, -0.863078
23125, 770.8, 0.975925, 1, 0.0255588, 0.0211009, -0.999451, -0.266937, 0.021392, -0.963477, -0.0278976, 0.34357, -0.938713, -0.317793, 0.337464, -0.886073
23126, 770.833, 0.972842, 1, 0.00811442, 0.0643064, -0.997897, -0.323252, 0.0593937, -0.944447, -0.0551168, 0.388609, -0.919753, -0.382213, 0.370716, -0.846453
23127, 770.867, 0.963024, 1, -0.00664031, 0.0638982, -0.997934, -0.410248, 0.0775764, -0.908669, -0.0727076, 0.39088, -0.917565, -0.468548, 0.37822, -0.798381
23128, 770.9, 0.958059, 1, 0.0189518, 0.0718106, -0.997238, -0.377189, 0.0106049, -0.926075, -0.0428878, 0.399229, -0.915847, -0.435219, 0.319857, -0.841591
23129, 770.933, 0.961322, 1, 0.0100505, 0.067746, -0.997652, -0.411326, 0.0182624, -0.911305, -0.0456388, 0.396736, -0.916798, -0.462404, 0.322451, -0.825959
23130, 770.967, 0.956374, 1, 0.0368411, 0.0603927, -0.997495, -0.430064, 0.0374457, -0.902021, -0.015263, 0.391074, -0.920233, -0.476757, 0.337071, -0.811841
23131, 771, 0.956867, 1, 0.0174584, 0.0624969, -0.997892, -0.422591, 0.0198873, -0.906102, -0.0359765, 0.406163, -0.913092, -0.470835, 0.330362, -0.818031
23132, 771.033, 0.967729, 1, 0.013489, 0.0501174, -0.998652, -0.415253, 0.00602931, -0.909686, -0.0332201, 0.405014, -0.913707, -0.457483, 0.326325, -0.827177
23133, 771.067, 0.972853, 1, -0.0231605, 0.0496775, -0.998497, -0.388252, 0.00380995, -0.921546, -0.0594712, 0.441193, -0.89544, -0.421121, 0.360254, -0.83239
23134, 771.1, 0.965723, 1, -0.00229519, 0.0340331, -0.999418, -0.396229, -0.0053642, -0.918136, -0.0308452, 0.431974, -0.901358, -0.421924, 0.355309, -0.834108
23135, 771.133, 0.962071, 1, -0.0376133, 0.0334847, -0.998731, -0.398881, -0.0279583, -0.916576, -0.0588908, 0.442554, -0.894806, -0.41766, 0.345912, -0.840182
23136, 771.167, 0.957314, 1, -0.00879775, 0.0143952, -0.999858, -0.432557, -0.0248872, -0.901263, -0.0129698, 0.461592, -0.886998, -0.435433, 0.373604, -0.819035
23137, 771.2, 0.9577, 1, 0.0206652, 0.0625955, -0.997825, -0.398535, -0.00433187, -0.917143, 0.0326615, 0.501023, -0.864817, -0.385745, 0.398081, -0.832306
23138, 771.233, 0.955324, 1, 0.0375045, 0.0476808, -0.998158, -0.442194, -0.0386054, -0.896088, 0.0603822, 0.490762, -0.869199, -0.418986, 0.360812, -0.833226
23139, 771.267, 0.942093, 1, 0.0300851, -0.00696142, -0.999523, -0.482654, -0.0600689, -0.873749, 0.0614091, 0.450087, -0.890871, -0.452593, 0.335334, -0.826263
23140, 771.3, 0.907992, 1, 0.026731, -0.0188956, -0.999464, -0.462607, -0.0704118, -0.883763, 0.0684178, 0.444574, -0.893125, -0.421797, 0.331637, -0.843862
23141, 771.333, 0.870749, 1, 0.0713595, -0.0123413, -0.997374, -0.46566, -0.0628669, -0.882728, 0.125079, 0.444042, -0.887233, -0.413205, 0.33076, -0.848445
23142, 771.367, 0.849296, 1, 0.073308, -0.0287628, -0.996894, -0.460764, -0.0925021, -0.882689, 0.126118, 0.42708, -0.895375, -0.408148, 0.30153, -0.861681
23143, 771.4, 0.801668, 1, 0.047212, -0.0224235, -0.998633, -0.45832, -0.0734307, -0.885749, 0.100407, 0.443459, -0.890653, -0.406881, 0.334265, -0.850126
23144, 771.433, 0.827173, 1, 0.0301458, 0.0367212, -0.998871, -0.464213, -0.0514137, -0.88423, 0.0747148, 0.46315, -0.883125, -0.421008, 0.32845, -0.845501
23145, 771.467, 0.782909, 1, -0.0238795, 0.00356191, -0.999708, -0.45485, -0.061195, -0.888463, 0.0358262, 0.423459, -0.905206, -0.397995, 0.312661, -0.862463
23146, 771.5, 0.776322, 1, 0.0246129, 0.0492735, -0.998482, -0.46099, -0.0723888, -0.884448, 0.0884475, 0.441343, -0.892969, -0.398592, 0.280027, -0.873332
23147, 771.533, 0.838881, 1, 0.0207685, 0.0873439, -0.995962, -0.530814, -0.0526991, -0.845848, 0.0778284, 0.463578, -0.882632, -0.478521, 0.27814, -0.83286
23148, 771.567, 0.762818, 1, 0.00392799, 0.0230784, -0.999726, -0.435255, -0.0369871, -0.899547, 0.0713274, 0.396515, -0.915253, -0.372458, 0.306931, -0.875824
23149, 771.6, 0.657295, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23150, 771.633, 0.535537, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23151, 771.667, 0.548614, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23152, 771.7, 0.487869, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23153, 771.733, 0.480128, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23154, 771.767, 0.442558, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23155, 771.8, 0.376203, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23156, 771.833, 0.398827, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23157, 771.867, 0.343329, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23158, 771.9, 0.361686, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23159, 771.933, 0.176835, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23160, 771.967, 0.111098, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23161, 772, 0.0725073, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23162, 772.033, 0.0650793, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23163, 772.067, 0.0726311, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23164, 772.1, 0.0601203, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23165, 772.133, 0.0369623, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23166, 772.167, 0.0322503, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23167, 772.2, 0.0254877, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23168, 772.233, 0.0330626, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23169, 772.267, 0.0329081, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23170, 772.3, 0.0411258, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23171, 772.333, 0.0491579, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23172, 772.367, 0.0492893, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23173, 772.4, 0.0541688, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23174, 772.433, 0.0531734, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23175, 772.467, 0.0319287, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23176, 772.5, 0.0377418, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23177, 772.533, 0.0455696, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23178, 772.567, 0.0796729, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23179, 772.6, 0.0634189, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23180, 772.633, 0.0846173, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23181, 772.667, 0.082337, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23182, 772.7, 0.127265, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23183, 772.733, 0.115198, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23184, 772.767, 0.143773, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23185, 772.8, 0.24911, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23186, 772.833, 0.276789, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23187, 772.867, 0.243224, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23188, 772.9, 0.201979, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23189, 772.933, 0.238251, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23190, 772.967, 0.239619, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23191, 773, 0.215488, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23192, 773.033, 0.167211, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23193, 773.067, 0.173778, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23194, 773.1, 0.236976, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23195, 773.133, 0.376682, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23196, 773.167, 0.393114, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23197, 773.2, 0.444601, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23198, 773.233, 0.565427, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23199, 773.267, 0.690229, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23200, 773.3, 0.78167, 1, -0.14865, -0.0466327, -0.98779, -0.300984, -0.0382589, -0.952861, -0.0641145, -0.208725, -0.97587, -0.218837, -0.211853, -0.952486
23201, 773.333, 0.755446, 1, -0.157151, -0.0437438, -0.986605, -0.32004, -0.0423268, -0.946458, -0.0656695, -0.156095, -0.985557, -0.230512, -0.1707, -0.95798
23202, 773.367, 0.751503, 1, -0.175937, -0.0290648, -0.983972, -0.309252, -0.0301358, -0.950503, -0.0822068, -0.0831728, -0.993139, -0.216967, -0.0989833, -0.971147
23203, 773.4, 0.749894, 1, -0.108243, 0.0115718, -0.994057, -0.29392, -0.0109742, -0.955767, -0.004537, 0.00576099, -0.999973, -0.188977, -0.039836, -0.981173
23204, 773.433, 0.743653, 1, -0.0971559, -0.0347069, -0.994664, -0.306597, -0.001934, -0.951838, 0.0654208, 0.0590987, -0.996106, -0.150597, 0.0634411, -0.986558
23205, 773.467, 0.857991, 1, -0.0965802, -0.0974312, -0.990545, -0.321326, 0.0421041, -0.946032, 0.124397, 0.0574584, -0.990568, -0.121807, 0.163348, -0.97902
23206, 773.5, 0.84406, 1, -0.0617337, -0.105392, -0.992513, -0.3901, -0.0730306, -0.917872, 0.194199, -0.0155285, -0.980839, -0.14396, -0.0198615, -0.989384
23207, 773.533, 0.865268, 1, -0.0464663, -0.136288, -0.989579, -0.371657, -0.131352, -0.919031, 0.333432, -0.121759, -0.934878, 0.00620436, -0.149529, -0.988738
23208, 773.567, 0.853923, 1, -0.059581, -0.187041, -0.980544, -0.335758, -0.0765607, -0.938832, 0.343331, -0.160491, -0.925401, 0.0630193, -0.0779871, -0.994961
23209, 773.6, 0.87705, 1, -0.0281019, -0.15241, -0.987918, -0.365734, -0.042023, -0.92977, 0.373252, -0.120707, -0.919844, 0.0296342, -0.0478044, -0.998417
23210, 773.633, 0.866793, 1, -0.0296292, -0.171555, -0.984729, -0.407854, -0.0395085, -0.912192, 0.391112, -0.139812, -0.909661, 0.00360932, -0.0521866, -0.998631
23211, 773.667, 0.850172, 1, -0.0364679, -0.135083, -0.990163, -0.382044, -0.0216125, -0.923892, 0.387397, -0.0885395, -0.917651, 0.0341527, -0.0161244, -0.999287
23212, 773.7, 0.853147, 1, -0.0832355, -0.125033, -0.988655, -0.293366, -0.0269117, -0.955621, 0.331792, -0.0488373, -0.942088, 0.114942, 0.0236099, -0.993092
23213, 773.733, 0.789887, 1, -0.0663382, -0.132491, -0.988962, -0.281982, -0.0300376, -0.958949, 0.372246, -0.0138219, -0.928031, 0.151668, 0.0625492, -0.98645
23214, 773.767, 0.776276, 1, -0.0286148, -0.0990182, -0.994674, -0.328599, -0.0155745, -0.944341, 0.397777, 0.0577143, -0.915665, 0.0946931, 0.103346, -0.990128
23215, 773.8, 0.780467, 1, -0.0465266, -0.0782833, -0.995845, -0.343825, -0.0336051, -0.938432, 0.400348, 0.0926509, -0.911667, 0.104433, 0.0988832, -0.989604
23216, 773.833, 0.744131, 1, -0.0450593, -0.0926165, -0.994682, -0.316876, -0.105262, -0.942608, 0.499046, 0.103967, -0.860316, 0.247428, 0.0588286, -0.967119
23217, 773.867, 0.768238, 1, -0.101969, -0.116145, -0.987984, -0.313584, -0.09331, -0.944965, 0.457726, 0.0813002, -0.885368, 0.255251, 0.0776903, -0.963749
23218, 773.9, 0.757914, 1, -0.105891, -0.0901468, -0.990283, -0.325341, -0.11404, -0.938695, 0.427546, 0.125833, -0.895193, 0.221673, 0.0708486, -0.972544
23219, 773.933, 0.774133, 1, -0.14747, -0.107346, -0.983224, -0.307545, -0.116044, -0.944431, 0.388245, 0.112077, -0.914715, 0.235765, 0.0795757, -0.968547
23220, 773.967, 0.784617, 1, -0.127342, -0.0533033, -0.990426, -0.349174, -0.140219, -0.926508, 0.391594, 0.175514, -0.903244, 0.191288, 0.0537521, -0.980061
23221, 774, 0.788499, 1, -0.137161, -0.0495709, -0.989308, -0.330598, -0.16143, -0.929863, 0.358046, 0.206605, -0.910559, 0.189841, 0.0638275, -0.979738
23222, 774.033, 0.753644, 1, -0.127659, -0.0381563, -0.991084, -0.361872, -0.1936, -0.911903, 0.347196, 0.243518, -0.905624, 0.145451, 0.0491531, -0.988144
23223, 774.067, 0.75961, 1, -0.191294, -0.036235, -0.980864, -0.342604, -0.163741, -0.925101, 0.276089, 0.260325, -0.925206, 0.150792, 0.10781, -0.982669
23224, 774.1, 0.765949, 1, -0.161892, -0.0284666, -0.986398, -0.382371, -0.163447, -0.909438, 0.288603, 0.316601, -0.903588, 0.0968369, 0.14512, -0.984664
23225, 774.133, 0.792038, 1, -0.168014, -0.0403824, -0.984957, -0.405086, -0.176701, -0.897041, 0.278453, 0.339002, -0.898633, 0.0672419, 0.164096, -0.98415
23226, 774.167, 0.792677, 1, -0.189753, -0.053953, -0.980348, -0.361622, -0.208501, -0.908712, 0.252567, 0.348572, -0.902611, 0.108808, 0.169735, -0.979465
23227, 774.2, 0.814857, 1, -0.20116, -0.0711017, -0.976974, -0.372949, -0.197426, -0.906605, 0.233732, 0.355987, -0.904789, 0.0836753, 0.204541, -0.975275
23228, 774.233, 0.786228, 1, -0.211692, -0.0545552, -0.975813, -0.433134, -0.193499, -0.880314, 0.216004, 0.378682, -0.899968, 0.0167796, 0.2013, -0.979386
23229, 774.267, 0.810675, 1, -0.19145, -0.0324175, -0.980967, -0.449275, -0.221263, -0.86556, 0.227493, 0.403418, -0.886285, 0.00392805, 0.167697, -0.985831
23230, 774.3, 0.77573, 1, -0.170912, -0.0212022, -0.985058, -0.423581, -0.208404, -0.881559, 0.244657, 0.419415, -0.874205, 0.0294887, 0.191621, -0.981026
23231, 774.333, 0.759061, 1, -0.168882, -0.0654036, -0.983464, -0.345343, -0.187535, -0.919548, 0.257385, 0.372401, -0.891667, 0.106261, 0.226022, -0.968309
23232, 774.367, 0.7781, 1, -0.186857, -0.0473007, -0.981248, -0.399291, -0.185169, -0.89793, 0.237525, 0.373973, -0.896508, 0.0504669, 0.202377, -0.978006
23233, 774.4, 0.768416, 1, -0.171113, -0.00955409, -0.985205, -0.390173, -0.132458, -0.911164, 0.258277, 0.376102, -0.889854, 0.0657343, 0.219503, -0.973395
23234, 774.433, 0.738731, 1, -0.148375, -0.024492, -0.988628, -0.376612, -0.131109, -0.917046, 0.285397, 0.359605, -0.888388, 0.0819383, 0.217812, -0.972545
23235, 774.467, 0.745961, 1, -0.158205, -0.0209467, -0.987184, -0.326767, -0.135252, -0.935377, 0.269859, 0.359358, -0.89333, 0.128744, 0.221912, -0.96653
23236, 774.5, 0.720122, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
23237, 774.533, 0.719927, 0, 0, 0, -1, 0, 0, -1, 0, 0, -1, 0, 0, -1
